"pais","idnum","uniq_id","upm","prov","municipio","cluster","ur","tamano","idiomaq","fecha","wt","estratopri","estratosec","q2y","q2","q1","ls3","a4","soct2","idio2","np1","cp6","cp7","cp8","cp13","cp20","it1","l1","cosgov2","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic71","vic72","vic74","vic43","aoj11","aoj12","b1","b2","b3","b4","b6","b43","b13","b18","b21","b21a","b32","b31a","b37","b47a","n11","pr3d","pr3e","rumbo1","mal1","mal2","oport1","oport2","ar1","ar2","ar3","ar4","ar5","ar6","m1","m2","sd2new2","sd3new2","sd6new2","infrax","infra3","trato1","trato2","trato3a","trato3b","trato3c","trato3d","trato3e","trato3f","mito2","mito3","mito4","cosal2a","cosal2f","cospp1a","cospp1b","cospp1c","ros1","ros4","ing4","eff1","eff2","aoj22new","media3","media4","exp_a","dst1b","drk1","env1c","env2b","pn4","w14a","e5","d1","d2","d3","d4","d5","d6","lib1","lib2b","lib2c","lib4","exc2","exc6","exc11","exc13","exc14","exc15","exc16","exc18","exc7new","vb1","vb2","vb4new","vb3n","cosvp1","cosvp2","vb10","vb11","cosvf1","pol1","vb20","cosmun5","cosmun12","for5","exp_b","mil10a","mil10e","mil10oas","mil10un","wf1","cct1b","ed","ed2","q5a","q5b","q3c","ocup4a","ocup1a","q10g","q10new","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","q12m","q12f","etid","www1","gi0","pr1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","colorr","conocim","iarea1","iarea2","iarea3","iarea4","iarea6","iarea7","sexi","colori","srvyrid","formatq","sex"
6,1292,16061292,202,602,600202,108,2,5,1,9/1/2016,1,603,2,1988,28,2,3,27,3,3,2,1,3,2,4,4,3,5,1,2,1,1,2,2,,1,0,1,0,2,1,5,7,4,6,5,7,4,3,3,1,4,5,7,3,4,7,7,2,1,2,1,1,6,7,8,10,10,7,4,5,3,2,2,3,1,1,,,,,,,,8,10,8,5,10,1,2,1,5,6,5,6,5,7,5,6,2,5,1,7,1,3,2,7,7,8,6,6,5,4,1,2,2,2,0,0,,,,,,0,4,3,2,77,,,,2,,,3,3,96,2,4,2,,1,2,,1,2,6,0,2,1,5,5,,,2,2,2,4,3,3,5,1,1,1,0,5,1,2,1,1,0,1,0,1,1,1,1,1,1,1,1,1,6,2,2,2,2,1,1,1,2,2,1,4,2
6,41,16060041,202,602,600202,108,2,5,1,9/1/2016,1,603,2,1983,33,1,3,3,1,1,2,4,4,2,4,,3,1,1,2,2,2,1,2,,0,0,1,0,3,4,2,2,3,2,2,7,3,3,1,3,4,5,5,4,5,4,1,2,2,1,2,1,4,5,1,2,1,1,3,3,3,4,3,2,1,1,,,,,,,,5,7,6,6,3,3,2,4,4,1,3,3,3,3,5,4,1,7,3,4,1,3,2,5,7,5,3,3,7,3,1,3,2,1,0,0,,0,,,0,1,3,1,1,,603,2,2,1,602,1,3,4,,3,4,1,,2,2,2,1,1,6,2,5,2,1,1,4,13,7,2,1,2,1,3,3,0,1,0,1,2,2,4,2,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,3,4,2,1,1,1,1,9,5,4,1
6,197,16060197,301,603,600301,144,2,5,1,9/5/2016,1,603,1,1996,20,1,3,1,2,2,2,4,4,4,4,,2,6,7,2,2,1,2,2,,0,0,0,0,2,2,5,4,4,5,6,7,5,5,3,5,5,5,4,3,4,6,5,1,1,2,2,2,8,7,9,7,6,10,3,3,3,3,3,3,2,3,7,8,6,7,6,6,8,7,6,7,6,8,2,2,4,3,7,5,5,4,6,5,5,2,5,3,4,1,2,1,7,7,8,6,7,6,5,2,1,1,2,0,0,,0,,0,,0,2,1,2,6,,,,2,,,2,3,2,2,2,1,2,2,2,2,2,2,15,2,5,1,1,4,,,6,2,2,2,2,1,4,0,0,,,2,1,4,2,1,1,1,1,1,1,0,1,1,1,1,1,0,4,2,1,1,3,1,1,1,1,5,15,4,1
6,1274,16061274,109,601,600109,60,2,5,1,9/17/2016,1,603,2,1970,46,2,2,70,3,2,2,1,3,4,4,4,2,1,7,2,2,2,2,2,,0,0,0,0,2,4,6,7,6,6,6,6,6,6,4,5,5,5,5,5,5,6,5,,,2,2,1,7,7,7,5,5,9,3,3,2,2,2,3,2,5,8,8,7,7,7,7,7,8,7,7,1,8,1,2,4,7,7,,1,,3,6,,2,5,3,7,1,3,,5,6,5,4,5,10,8,1,1,1,2,0,0,,0,,0,0,0,2,1,1,,602,1,1,2,,,4,3,2,2,,2,2,2,2,2,2,2,6,1,1,1,1,1,4,1,13,2,2,2,1,2,4,0,3,3,0,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,0,3,3,1,2,3,2,1,1,2,5,20,4,2
6,418,16060418,202,602,600202,110,2,5,1,8/31/2016,1,603,2,1972,44,2,3,11,2,2,2,2,2,4,4,1,1,6,5,2,1,2,1,1,4,0,0,0,0,1,2,5,7,4,7,5,7,3,7,1,5,6,4,6,7,5,6,2,2,2,2,2,1,5,7,3,1,1,1,3,5,2,1,2,2,1,5,10,10,10,10,10,6,10,8,7,9,2,1,1,2,3,1,7,7,3,4,7,5,6,1,3,3,4,1,2,1,10,7,3,1,1,10,1,3,3,3,2,0,0,,,,0,0,0,4,1,1,,603,2,1,1,,2,3,3,,2,5,1,3,1,2,2,2,2,15,2,3,1,5,5,,,12,2,2,3,1,2,6,1,4,3,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,0,4,2,1,1,2,1,1,1,2,2,1,4,2
6,626,16060626,210,602,600210,132,2,5,1,8/24/2016,1,605,1,1993,23,1,3,4,2,2,2,1,4,4,4,,2,4,5,2,2,1,2,2,,0,0,1,0,2,2,4,6,3,5,6,7,5,4,4,4,4,3,4,5,4,5,3,1,2,2,2,2,7,7,6,4,3,7,3,3,2,2,3,2,2,5,6,7,4,6,5,6,8,8,7,8,5,5,2,1,,5,5,6,4,5,6,4,5,1,4,3,1,2,3,2,8,7,10,3,2,9,5,3,2,2,2,0,0,,,,,,0,2,1,1,,603,1,,1,603,2,2,2,,4,10,2,,2,2,,2,2,12,2,2,1,1,4,,,5,2,1,3,2,1,6,2,0,,,1,1,2,2,1,0,1,2,1,1,1,1,0,1,1,1,1,2,4,1,1,1,2,1,1,1,4,2,4,1
6,907,16060907,202,602,600202,111,2,5,1,8/30/2016,1,603,2,1982,34,2,1,3,3,2,2,4,2,4,4,4,2,1,,2,1,1,,2,,1,1,1,0,2,3,4,6,5,6,5,6,5,6,5,5,5,5,5,5,5,4,1,,1,2,2,1,5,7,5,,,10,3,3,3,2,3,4,2,4,10,9,10,4,10,10,10,5,5,3,1,,2,2,4,1,,,1,1,7,5,4,1,7,3,1,1,3,2,1,,1,2,4,10,1,3,3,2,3,0,0,,0,,0,1,0,,1,1,,602,1,,1,602,1,4,3,0,3,,2,3,3,3,4,2,1,9,2,5,2,5,1,2,10,13,2,2,2,2,1,4,2,3,1,2,2,1,5,2,1,1,1,1,1,1,1,1,1,0,1,1,1,5,3,1,4,1,1,1,1,1,3,3,4,2
6,1308,16061308,201,602,600201,104,2,5,1,9/20/2016,1,603,1,1987,29,1,1,1,3,2,1,1,4,2,4,,2,5,3,2,1,1,2,2,,0,0,0,0,2,2,3,7,3,7,7,7,5,5,4,5,1,5,5,7,4,1,7,2,1,1,2,2,10,5,1,1,1,1,3,3,4,2,2,4,2,2,7,8,2,10,5,10,10,8,8,7,1,1,3,1,1,1,7,4,1,1,7,2,7,1,5,3,1,1,2,1,10,10,10,6,6,10,10,1,1,1,1,0,1,1,0,,0,,0,4,1,1,,603,2,2,2,,,2,3,7,4,2,2,2,2,,,2,2,9,4,2,1,1,1,4,9,14,2,2,2,2,2,2,0,0,,,1,1,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,9,5,4,1
6,1406,16061406,611,606,600611,212,2,5,1,9/13/2016,1,605,3,1967,49,1,1,15,3,1,1,4,4,3,4,,3,9,1,2,1,1,2,2,,1,0,1,0,3,4,7,5,3,4,3,7,6,5,1,1,5,7,4,7,1,6,1,2,1,2,2,2,10,2,3,10,2,1,5,3,2,2,2,2,2,5,8,8,10,10,10,6,1,6,6,3,1,3,1,2,4,1,1,1,1,7,7,1,3,1,7,4,3,1,3,2,10,5,4,1,1,1,1,3,3,3,2,0,0,,0,,0,0,0,5,1,1,,603,2,1,1,604,2,1,3,7,5,4,2,1,1,1,1,2,2,9,2,5,1,1,1,4,9,12,2,2,3,2,3,4,0,0,,,5,1,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,7,2,2,3,1,1,1,1,1,1,4,4,1
6,19,16060019,301,603,600301,143,2,5,1,9/5/2016,1,603,1,1960,56,2,1,57,3,3,2,1,4,4,4,4,1,5,7,2,2,2,2,2,,1,0,1,0,1,1,5,7,4,7,4,7,4,4,1,5,7,,6,7,7,,,1,2,2,2,2,7,5,1,1,7,7,2,3,1,1,1,2,2,4,10,10,10,10,10,10,10,10,7,7,1,,1,2,4,3,5,5,7,4,4,5,,2,7,3,7,1,2,,8,7,4,3,5,1,,3,2,1,1,0,0,0,,,0,0,0,,1,1,,602,1,1,2,,,4,3,0,2,,2,,3,,,2,2,6,1,1,1,1,5,,,13,2,2,2,1,2,5,0,4,3,1,1,5,2,2,1,0,1,1,1,1,0,1,1,1,1,1,1,5,4,1,2,1,1,1,1,2,1,4,4,2
6,1339,16061339,104,601,600104,34,2,3,1,9/18/2016,1,603,2,1982,34,1,1,27,2,2,2,2,3,3,4,,1,5,1,2,1,2,2,1,1,0,0,1,0,1,4,1,2,2,3,2,5,1,1,1,1,2,,2,4,2,1,6,2,1,3,2,1,8,9,7,4,1,8,4,5,2,2,2,4,2,3,9,8,9,,6,6,10,3,3,6,8,1,4,1,1,5,7,6,1,4,7,3,6,1,4,3,2,1,3,1,5,2,6,10,10,10,9,2,1,1,1,0,0,0,1,,0,0,0,4,1,1,,603,2,2,2,,,3,,96,3,4,1,,1,2,2,2,2,12,2,4,1,1,1,1,15,16,2,2,3,2,3,3,1,1,1,0,1,1,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,9,5,4,1
6,417,16060417,119,601,600119,96,2,5,1,9/3/2016,1,605,1,1974,42,1,2,1,3,3,2,1,2,4,4,,1,1,1,2,2,1,2,1,2,0,1,1,0,2,4,2,4,3,3,6,7,4,4,2,2,3,4,3,4,3,5,7,1,2,2,1,1,5,8,4,1,1,1,4,4,2,2,2,4,4,1,,,,,,,,10,8,7,1,2,1,2,4,3,5,5,6,5,4,6,6,1,4,3,2,1,2,1,10,5,6,8,9,8,1,2,2,2,2,0,0,,0,,0,0,0,4,1,2,77,,,,2,,,4,3,4,3,2,1,3,2,2,2,2,2,9,2,2,1,1,1,4,13,13,2,2,3,3,2,4,2,1,0,1,5,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,6,2,1,2,1,1,1,1,2,2,21,4,1
6,37,16060037,203,602,600203,119,2,5,1,9/5/2016,1,603,2,1987,29,2,1,5,3,2,2,3,4,4,4,4,1,1,2,2,1,1,,2,,1,,0,0,4,1,3,5,3,5,6,7,6,6,3,2,5,4,1,5,4,4,3,2,1,1,2,1,8,9,10,10,10,10,3,3,2,2,3,4,1,5,9,8,7,6,6,4,2,8,9,10,3,2,1,2,4,2,1,3,4,3,7,6,4,1,6,4,4,1,3,1,2,3,4,7,3,4,1,3,3,3,1,0,0,,0,,0,,0,4,1,1,,603,2,2,1,602,1,4,3,0,3,2,1,,2,2,,2,2,11,1,2,1,1,1,4,1,1,2,2,2,3,2,2,0,0,,,2,1,4,2,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,2,3,2,1,1,1,1,9,5,4,2
6,1477,16061477,210,602,600210,136,2,5,1,9/3/2016,1,605,1,1992,24,2,1,70,2,2,2,4,4,3,4,4,1,5,5,2,2,2,2,2,,1,0,0,0,1,4,5,7,5,6,6,7,6,4,4,4,5,5,5,5,5,7,,2,1,2,2,2,8,1,1,1,1,5,4,3,3,2,2,2,1,3,10,9,8,8,8,10,10,10,8,7,1,1,1,2,3,1,4,4,5,5,7,6,6,1,1,3,4,1,2,1,10,7,10,1,6,10,1,2,2,2,2,0,0,,0,,0,,0,3,1,1,,,,,2,,,4,4,96,2,13,1,,,,,2,2,17,1,5,3,4,1,2,12,13,2,2,3,2,3,2,0,0,,,2,1,2,2,1,0,1,1,1,1,0,1,1,1,1,1,1,3,3,1,3,1,1,1,1,1,4,2,4,2
6,1502,16061502,208,602,600208,123,2,5,1,9/13/2016,1,603,2,1988,28,2,3,3,3,3,2,4,3,4,4,4,2,5,3,2,2,1,2,2,,1,1,1,1,4,4,3,7,4,6,6,7,4,4,2,4,5,4,5,3,2,5,6,2,1,2,2,2,7,9,9,3,4,5,3,4,1,2,2,4,3,3,7,7,8,10,7,7,8,10,7,8,4,1,2,1,2,3,7,7,3,5,7,5,2,2,6,3,4,1,3,1,5,6,7,4,5,5,1,1,1,1,1,0,0,,,,0,0,0,4,1,1,,603,2,2,2,,,4,1,96,,4,2,,1,1,1,1,1,11,1,5,2,5,5,,,11,2,1,3,3,2,4,2,2,1,1,2,1,2,1,1,0,1,1,1,1,0,1,1,1,1,1,1,5,3,1,1,4,1,1,1,2,4,9,4,2
6,1066,16061066,702,607,600702,227,2,5,1,9/6/2016,1,605,1,1986,30,2,1,1,2,3,2,1,4,4,4,2,2,,4,2,2,2,2,2,,0,0,1,0,2,2,5,7,4,5,6,6,6,5,4,5,4,5,5,6,3,5,4,1,3,2,,2,8,5,4,3,2,7,3,3,4,3,2,1,1,5,8,7,5,8,6,8,9,7,6,7,4,2,2,2,3,4,5,5,4,3,3,4,2,1,2,4,3,2,2,1,10,4,4,5,2,5,1,2,1,1,1,0,0,0,,,0,,0,2,1,1,,603,2,2,2,,,2,3,2,3,5,1,2,2,2,2,2,2,16,5,2,1,6,4,,,2,2,2,3,3,2,5,3,3,1,2,1,1,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,2,1,1,3,3,1,1,1,1,3,6,4,2
6,622,16060622,410,604,600410,178,2,5,1,9/3/2016,1,605,2,1985,31,1,1,1,1,1,2,1,4,4,4,,3,5,7,1,2,1,2,2,,0,0,1,0,2,3,4,6,5,5,6,1,5,5,4,4,4,5,3,4,5,6,5,2,1,3,2,1,8,7,8,7,6,1,4,2,3,2,2,3,2,5,7,7,5,6,4,3,2,7,3,3,1,1,1,1,4,5,7,6,6,5,1,1,6,2,5,2,6,1,2,1,7,10,10,10,7,1,1,2,2,2,2,0,0,0,0,,0,,0,2,1,2,77,,,,2,,,3,3,96,2,1,2,2,3,3,3,2,2,15,2,2,3,5,1,1,14,15,2,2,2,1,2,5,3,3,2,1,2,1,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,4,3,1,2,1,1,1,1,2,4,24,4,1
6,1121,16061121,307,603,600307,159,2,5,1,9/6/2016,1,603,2,1977,39,1,2,1,3,1,2,1,4,4,4,,2,8,3,2,1,1,2,1,1,1,0,1,0,1,3,3,5,5,4,6,7,3,3,5,2,5,5,6,3,6,7,2,2,1,2,2,1,8,8,1,4,1,8,5,3,2,2,4,2,1,1,,,,,,,,8,8,7,1,1,1,2,4,6,5,4,1,2,7,5,4,2,5,3,5,1,4,2,1,8,8,7,4,8,7,3,2,3,1,0,0,0,0,,,,0,2,1,,,,,,,,,2,,,3,12,1,2,1,2,2,2,2,8,,2,1,1,1,2,2,14,2,1,2,1,1,4,0,1,1,0,1,2,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,3,3,2,2,3,1,1,1,1,5,15,4,1
6,1433,16061433,706,607,600706,234,2,5,1,8/30/2016,1,605,2,1980,36,2,2,5,2,2,2,1,3,4,4,4,1,,4,2,2,2,2,2,,0,0,1,0,3,4,1,7,3,6,6,7,7,2,2,4,5,5,4,6,4,7,1,2,1,2,2,2,5,3,5,4,2,6,3,3,3,3,2,4,3,5,5,4,4,4,4,6,7,5,5,8,3,4,2,2,4,3,4,7,2,6,7,5,6,2,5,2,4,2,3,2,3,9,2,4,4,9,5,3,3,2,1,0,1,,0,,0,0,1,2,1,1,,603,2,2,2,,,3,1,3,2,4,1,,2,2,2,2,2,9,2,2,1,1,6,,4,10,2,1,3,3,2,5,1,2,2,0,2,1,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,4,3,2,3,3,1,1,1,1,4,11,4,2
6,1029,16061029,208,602,600208,128,2,5,1,9/14/2016,1,603,2,1991,25,2,1,15,2,3,2,4,4,4,4,4,1,3,5,2,1,1,1,2,,0,0,0,0,1,3,4,4,5,5,4,7,6,4,4,4,5,5,6,6,5,6,4,2,1,3,2,2,6,5,8,6,3,3,3,4,2,3,3,4,1,5,10,9,6,3,2,9,9,7,6,3,9,1,4,1,1,2,6,4,1,4,7,5,5,2,6,2,1,1,3,1,4,5,6,1,1,8,10,2,2,2,2,0,0,0,0,,0,,0,4,1,1,,605,1,,2,,,3,1,0,3,4,1,2,1,,1,2,2,15,2,5,2,1,1,2,9,12,2,1,1,3,1,3,0,0,,,2,1,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,2,1,2,3,3,1,1,1,1,9,5,4,2
6,1242,16061242,611,606,600611,213,2,5,1,9/10/2016,1,605,3,1994,22,2,1,15,3,3,2,4,4,4,4,4,3,1,2,2,1,1,2,1,2,1,0,1,0,2,4,4,1,1,1,1,7,2,1,1,1,4,2,2,2,1,,7,2,1,3,2,2,10,10,10,8,6,10,5,3,3,2,4,5,3,5,1,1,1,5,1,2,1,5,5,8,5,1,3,1,2,1,7,5,1,1,7,4,4,2,7,3,4,2,3,1,1,1,10,2,1,10,10,2,1,1,1,0,0,,0,0,0,,1,4,1,2,7,,,,2,,,2,1,0,2,1,2,,4,2,2,2,2,12,4,5,2,1,1,2,8,8,2,1,2,3,5,2,1,1,1,0,1,1,4,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,4,4,2
6,1491,16061491,104,601,600104,35,2,3,1,9/18/2016,1,603,2,1990,26,2,1,57,3,1,2,2,4,2,4,4,1,8,7,2,2,2,2,2,,1,0,0,0,1,2,5,5,3,5,5,7,3,6,2,4,1,3,3,6,6,1,5,1,2,2,2,1,5,3,1,1,1,1,3,4,3,2,2,1,2,1,,,,,,,,7,7,9,3,1,2,2,4,1,7,7,1,6,7,6,7,1,7,4,4,1,2,2,10,10,10,10,10,5,5,2,2,2,3,1,0,,0,0,,,0,4,1,1,,603,1,,2,,,1,3,3,3,4,1,,3,2,2,2,2,17,2,5,2,5,1,2,15,16,2,2,2,1,2,3,1,1,1,0,1,1,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,3,3,4,2
6,297,16060297,203,602,600203,116,2,5,1,9/2/2016,1,603,2,1971,45,1,1,3,3,2,2,1,2,4,4,,1,10,3,2,1,1,2,2,,0,1,0,0,2,4,3,5,3,4,7,7,4,6,1,3,3,6,3,2,2,7,3,2,,3,2,1,8,10,9,2,2,6,3,5,1,2,2,2,1,2,10,9,6,10,6,9,6,1,4,9,4,1,1,2,4,7,7,5,1,5,7,1,7,2,4,2,4,1,3,1,8,8,10,8,8,9,6,1,1,1,1,0,0,0,0,0,,0,1,3,1,1,,603,2,2,2,,,2,4,96,3,4,1,4,2,2,2,2,2,9,2,2,1,1,6,,14,16,1,2,2,2,2,5,1,3,1,2,1,1,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,4,1
6,604,16060604,109,601,600109,60,2,5,1,9/18/2016,1,603,2,1997,19,1,2,11,2,2,2,4,4,4,4,,3,8,7,2,,2,2,2,,0,0,0,0,2,3,6,3,5,6,5,7,5,4,3,4,5,6,2,1,1,7,6,2,1,2,2,2,10,10,6,1,1,10,3,5,2,2,3,2,2,1,,,,,,,,6,6,4,2,1,1,2,4,5,5,3,2,3,7,4,6,1,5,2,6,1,2,1,8,7,2,2,1,8,9,1,1,2,1,0,0,,,,,,0,1,1,2,6,,,,2,,,3,3,96,2,6,1,1,1,2,,2,2,11,2,5,1,5,4,,,13,2,1,2,2,1,3,0,0,,,1,1,2,2,1,0,1,1,1,1,0,1,1,1,1,1,1,3,3,2,1,2,1,1,1,2,5,20,4,1
6,1330,16061330,104,601,600104,35,2,3,1,9/18/2016,1,603,2,1991,25,1,1,20,2,2,2,4,4,4,4,,2,5,6,2,1,1,2,2,,1,,0,0,3,1,7,7,5,5,7,7,7,7,5,3,7,7,6,7,6,7,1,2,1,2,2,2,6,4,5,1,4,2,4,2,3,1,2,4,3,1,,,,,,,,6,9,10,1,10,1,2,4,6,7,7,1,6,6,5,4,1,7,3,4,1,3,1,1,10,1,1,1,10,10,2,1,2,2,0,0,0,0,,,,0,2,1,1,,602,1,,2,,,4,3,2,1,1,1,1,2,1,1,2,2,13,2,3,1,1,1,4,,,1,2,2,2,2,2,0,2,2,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,8,17,4,1
6,8,16060008,611,606,600611,212,2,5,1,9/13/2016,1,605,3,1960,56,2,2,1,2,3,1,4,4,1,4,4,4,6,8,2,2,1,2,1,2,1,0,,0,3,1,1,7,2,3,3,7,5,1,1,6,7,5,3,1,6,2,5,1,3,2,1,2,4,8,2,1,1,10,3,4,2,2,2,5,4,1,,,,,,,,8,8,10,1,2,2,2,4,2,,4,6,6,6,5,7,1,4,3,4,1,3,1,1,7,1,2,2,9,1,1,1,1,1,0,0,,0,,,,1,2,1,1,,603,2,2,2,,,1,3,2,1,2,1,,2,3,2,2,2,6,1,4,1,1,1,4,1,1,2,2,4,3,4,2,0,2,2,0,1,2,1,2,1,0,1,1,1,1,0,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,4,4,2
6,25,16060025,104,601,600104,39,2,5,1,9/14/2016,1,603,2,1991,25,2,1,3,2,3,2,4,4,3,3,4,2,3,6,2,1,1,2,2,,1,0,1,0,2,3,3,4,4,4,4,7,4,5,2,4,4,4,6,5,4,3,5,2,1,2,2,2,7,7,3,2,3,4,3,3,3,2,2,3,4,5,8,9,8,8,8,8,8,7,10,6,1,1,1,1,2,7,5,,1,4,7,5,4,1,1,1,4,1,2,,5,8,8,4,8,8,1,2,1,1,1,0,0,,0,0,0,,0,4,1,1,,602,1,,2,,,4,3,,2,4,2,,2,,,2,2,13,3,2,1,1,1,2,10,10,2,1,2,3,2,4,1,0,,,2,1,4,3,1,0,1,1,1,1,0,1,1,1,1,1,1,4,3,1,3,1,1,1,1,2,4,24,4,2
6,855,16060855,611,606,600611,212,2,5,1,9/13/2016,1,605,3,1980,36,1,2,5,2,3,1,4,4,4,4,,2,5,1,2,2,2,2,1,3,0,0,1,1,2,4,1,1,1,1,1,7,1,4,1,4,4,1,7,1,1,1,4,2,1,3,2,1,10,10,10,1,1,10,2,5,2,4,2,3,2,1,,,,,,,,7,7,10,8,1,4,1,1,1,7,7,1,1,7,7,5,2,4,3,4,1,2,1,1,10,1,1,1,4,10,2,1,3,1,0,0,0,0,,,0,0,5,1,2,7,,,,2,,,4,3,96,,2,2,,4,4,,2,2,12,2,5,4,11,1,4,12,12,2,1,3,2,3,3,1,1,0,1,1,1,2,1,1,0,1,1,1,1,0,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,4,4,1
6,1194,16061194,505,605,600505,188,2,5,1,8/25/2016,1,605,2,1989,27,1,3,3,3,2,2,3,2,4,4,,2,3,2,2,2,1,1,2,,0,0,1,0,2,2,3,6,4,6,6,7,4,6,3,3,2,4,4,2,5,6,4,1,2,2,2,2,5,7,5,3,1,6,4,5,3,3,3,4,2,3,6,3,6,7,7,3,5,5,5,6,5,1,3,2,4,6,7,5,2,2,7,5,4,2,3,2,4,1,3,1,5,5,4,1,5,6,7,1,1,1,1,0,0,,0,,0,0,1,4,1,1,,603,2,2,2,,,2,4,96,5,2,1,1,1,2,2,2,2,11,1,4,1,1,2,2,11,11,2,2,3,2,3,4,2,2,1,1,2,1,2,2,1,0,1,1,1,1,0,1,1,1,1,1,1,6,2,2,4,1,1,1,1,1,1,16,4,1
6,929,16060929,210,602,600210,132,2,5,1,8/24/2016,1,605,1,1985,31,2,1,2,2,2,2,2,2,4,4,4,1,,7,2,2,2,2,1,1,0,0,0,0,1,2,4,7,7,7,7,7,5,7,4,5,,7,5,7,5,5,,2,,2,1,1,6,4,9,4,2,8,3,3,2,1,3,2,2,5,10,10,10,6,10,10,10,10,6,9,1,8,1,2,4,6,7,7,5,6,7,5,7,2,5,3,5,1,3,1,9,9,7,6,4,4,1,3,3,2,3,0,0,,,,0,0,0,4,1,1,,,2,2,2,,,4,2,96,,4,1,,2,,,2,2,5,2,3,1,1,5,,,,2,2,2,1,2,4,2,2,1,1,1,1,2,1,1,0,1,2,1,1,1,1,1,1,0,1,1,3,3,1,1,1,1,1,1,1,4,2,4,2
6,670,16060670,109,601,600109,60,2,5,1,9/17/2016,1,603,2,1990,26,2,3,11,3,3,2,2,4,3,4,3,1,10,1,2,1,1,2,2,,0,0,1,0,1,1,4,6,1,7,1,7,4,1,1,1,3,,1,1,1,,,2,1,,1,1,10,10,1,,10,10,3,5,2,,2,4,2,5,10,10,10,10,10,10,10,10,2,1,1,10,,,4,1,7,7,,7,7,4,,2,7,4,,1,3,,6,6,5,4,1,1,1,2,2,2,2,0,0,,,,0,,0,3,1,2,8,,,,2,,,4,1,96,5,13,1,3,3,2,2,2,2,4,0,1,1,1,5,,,6,2,2,3,3,2,3,0,0,,,3,1,1,2,1,1,1,0,1,1,0,1,1,1,1,1,1,6,5,2,2,2,1,1,1,2,5,23,4,2
6,172,16060172,109,601,600109,60,2,5,1,9/17/2016,1,603,2,1990,26,2,1,70,3,2,2,3,3,4,4,4,2,6,1,2,1,2,2,2,,0,0,0,0,1,4,3,4,2,5,5,7,2,2,1,1,1,1,7,7,5,4,2,2,3,3,2,2,10,7,10,3,2,10,5,5,3,2,2,3,4,5,10,10,8,7,7,6,10,10,8,8,5,1,1,2,4,6,7,5,1,7,7,5,5,1,7,4,1,1,2,1,10,7,10,10,10,10,10,2,2,2,2,0,0,,0,,0,0,0,4,1,1,,603,2,2,2,,,3,4,0,5,2,1,4,,3,3,2,2,11,2,5,1,5,1,4,,8,2,2,2,2,3,4,1,2,0,2,1,1,1,3,1,1,1,0,1,1,0,1,1,1,1,1,1,4,4,2,2,2,2,2,2,2,5,23,4,2
6,1290,16061290,611,606,600611,214,2,5,1,9/12/2016,1,605,3,1969,47,2,1,5,3,2,2,1,4,4,4,4,1,,1,2,2,2,2,2,,0,0,,0,1,4,1,7,1,1,1,3,1,1,1,1,1,1,2,1,1,2,7,2,1,3,2,1,10,8,1,1,1,1,,,2,,3,4,3,5,10,10,10,10,10,10,10,10,10,10,1,1,4,,3,,,1,1,1,1,3,,2,7,4,1,1,,2,1,,3,,1,10,1,1,1,1,1,0,0,,0,,0,,0,5,1,2,8,,,,2,,,4,1,0,,,2,,4,4,4,2,2,6,1,1,1,12,1,2,10,10,2,2,1,1,4,1,0,3,1,2,1,1,2,1,1,1,1,0,1,1,0,1,1,1,1,1,1,2,4,2,1,1,1,1,1,1,1,4,4,2
