"pais","idnum","uniq_id","upm","prov","municipio","cluster","ur","tamano","idiomaq","fecha","wt","estratopri","estratosec","q2y","q2","q1","ls3","a4","soct2","idio2","np1","cp6","cp7","cp8","cp13","cp20","it1","l1","cosgov2","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic71","vic72","vic74","vic43","aoj11","aoj12","b1","b2","b3","b4","b6","b43","b13","b18","b21","b21a","b32","b31a","b37","b47a","n11","pr3d","pr3e","rumbo1","mal1","mal2","oport1","oport2","ar1","ar2","ar3","ar4","ar5","ar6","m1","m2","sd2new2","sd3new2","sd6new2","infrax","infra3","trato1","trato2","trato3a","trato3b","trato3c","trato3d","trato3e","trato3f","mito2","mito3","mito4","cosal2a","cosal2f","cospp1a","cospp1b","cospp1c","ros1","ros4","ing4","eff1","eff2","aoj22new","media3","media4","exp_a","dst1b","drk1","env1c","env2b","pn4","w14a","e5","d1","d2","d3","d4","d5","d6","lib1","lib2b","lib2c","lib4","exc2","exc6","exc11","exc13","exc14","exc15","exc16","exc18","exc7new","vb1","vb2","vb4new","vb3n","cosvp1","cosvp2","vb10","vb11","cosvf1","pol1","vb20","cosmun5","cosmun12","for5","exp_b","mil10a","mil10e","mil10oas","mil10un","wf1","cct1b","ed","ed2","q5a","q5b","q3c","ocup4a","ocup1a","q10g","q10new","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","q12m","q12f","etid","www1","gi0","pr1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","colorr","conocim","iarea1","iarea2","iarea3","iarea4","iarea6","iarea7","sexi","colori","srvyrid","formatq","sex"
6,243,16060243,510,605,600510,198,2,5,1,8/31/2016,1,605,3,1983,33,1,1,57,1,1,2,4,4,4,4,,2,10,10,2,1,1,2,2,,0,1,0,0,2,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,1,1,10,1,10,10,1,10,3,2,2,1,1,2,2,1,,,,,,,,10,10,10,10,10,1,2,3,7,7,7,7,7,7,7,7,1,7,3,7,2,2,2,10,10,10,10,10,5,1,3,3,3,3,0,0,,0,,0,,0,3,1,1,,,1,,2,,,1,3,2,3,,1,,,,,2,2,0,0,5,1,1,3,,,0,2,2,3,2,3,1,0,1,0,1,5,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,,7,5,1,4,1,1,1,1,1,5,15,4,1
6,975,16060975,510,605,600510,200,2,5,1,9/1/2016,1,605,3,1985,31,2,2,,,1,2,2,1,4,4,4,3,3,,2,1,1,2,1,2,0,0,0,1,4,1,4,2,6,2,7,,2,1,1,2,4,,7,7,6,7,6,1,,1,1,1,7,10,2,4,3,,2,,2,2,3,3,2,1,,,,,,,,,,10,2,10,2,2,4,5,7,5,,,7,6,5,1,7,2,5,1,2,1,9,8,10,7,8,1,1,3,3,1,3,0,0,,0,,,0,0,4,2,,,,,,2,,,3,,,1,4,1,3,3,,,2,2,11,1,2,1,5,1,2,4,,2,2,3,2,3,4,2,2,2,0,,4,5,3,0,0,1,0,0,0,0,1,0,0,0,0,,6,3,3,2,3,1,1,1,1,5,15,4,2
6,1278,16061278,104,601,600104,40,2,5,1,9/14/2016,1,603,2,1986,30,2,1,3,2,2,2,1,4,2,4,2,,,5,2,1,1,,1,1,0,1,1,1,3,1,,6,,7,,7,3,5,7,6,,,,6,4,7,6,1,1,,1,1,8,,10,7,10,6,5,,2,2,1,2,5,1,,,,,,,,10,9,8,10,,1,1,4,7,6,,7,5,7,,,2,,4,,2,,1,10,,,9,,10,10,1,,1,,0,0,,,,,0,0,2,1,2,77,,,,2,,,3,3,96,5,,2,,,,,2,2,0,1,4,1,1,5,,,2,2,1,4,2,2,4,1,1,0,1,1,5,2,1,0,0,1,0,0,0,0,1,1,0,0,0,,4,5,1,4,3,3,1,1,2,4,9,4,2
6,287,16060287,510,605,600510,199,2,5,1,9/2/2016,1,605,3,1965,51,1,2,16,3,3,2,1,4,4,4,,3,5,7,2,2,2,2,1,2,1,0,1,0,4,1,5,6,3,7,7,7,7,5,4,6,5,6,6,7,4,3,1,2,1,3,2,1,9,9,8,4,2,2,3,3,2,2,2,3,2,1,,,,,,,,8,9,8,2,6,1,2,3,6,7,5,3,6,7,5,3,2,6,3,5,1,2,1,9,7,5,3,3,3,1,1,1,1,1,0,0,0,1,,,,0,5,2,2,,,,,2,,,1,3,,2,7,2,2,3,2,2,2,2,9,1,2,1,5,1,4,3,3,2,2,3,3,1,2,0,3,2,1,1,1,1,2,0,0,1,0,0,0,0,1,1,0,0,0,,3,2,2,4,2,1,1,1,1,5,25,4,1
6,397,16060397,706,607,600706,237,2,5,1,9/1/2016,1,605,2,1975,41,1,1,3,3,3,2,3,4,4,4,,2,5,6,1,2,2,2,1,4,1,0,0,1,3,3,3,5,5,4,5,7,3,6,6,1,3,2,6,6,3,4,2,2,1,3,2,2,9,8,2,3,2,3,5,5,4,2,2,2,2,5,8,9,4,7,6,8,9,8,6,6,1,1,2,2,3,6,7,4,1,2,7,7,6,2,7,3,4,1,4,1,7,8,10,8,6,1,1,1,1,1,1,0,0,,0,0,0,0,0,2,1,1,,603,2,2,1,601,1,3,3,3,3,4,2,2,2,2,2,2,2,9,2,5,1,1,1,2,7,7,2,2,2,3,5,1,0,3,1,2,7,1,1,4,0,0,1,0,0,0,0,0,1,0,1,0,,6,3,2,2,1,1,1,1,2,4,7,4,1
6,440,16060440,505,605,600505,190,2,5,1,8/29/2016,1,605,2,1985,31,1,1,1,3,2,2,4,4,4,4,,3,6,1,2,1,1,2,1,2,1,1,1,0,1,4,3,4,3,4,4,7,5,6,3,4,5,5,7,3,6,6,6,1,1,2,1,1,9,10,8,9,10,10,3,5,2,2,2,5,3,1,,,,,,,,10,10,8,1,1,2,2,4,7,7,7,7,6,7,7,5,2,1,1,4,1,3,1,6,10,1,1,1,1,1,3,3,3,1,0,0,,0,,,,1,5,1,2,77,,,,2,,,3,4,,3,4,2,2,2,2,4,2,1,8,3,4,1,1,2,2,1,1,2,1,1,1,3,2,0,0,,,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,,7,2,3,3,1,1,1,1,1,1,16,4,1
6,246,16060246,510,605,600510,197,2,5,1,8/31/2016,1,605,3,1997,19,2,2,22,1,1,2,4,4,4,4,4,3,5,9,2,,1,,2,,0,0,0,0,2,3,2,7,2,5,6,4,3,7,6,7,6,4,3,2,3,6,1,2,1,3,2,1,5,9,2,5,4,10,3,3,3,2,3,,,5,3,2,1,1,1,3,5,3,5,9,4,6,2,2,3,4,5,6,2,4,6,5,3,2,4,2,2,2,3,1,6,2,7,4,6,8,2,3,1,1,1,0,0,,,,0,,0,4,1,2,7,,,,2,,,2,2,1,2,4,2,,2,,,2,2,7,1,5,2,1,5,,,15,2,2,4,3,3,3,1,1,1,0,1,5,2,2,0,1,1,0,0,0,0,0,0,0,0,1,0,2,3,1,4,1,1,1,1,1,5,25,4,2
6,611,16060611,410,604,600410,179,2,5,1,9/16/2016,1,605,2,1995,21,2,1,70,3,3,2,4,4,4,4,4,1,9,8,2,2,1,2,2,,0,0,0,0,1,2,3,2,4,2,3,6,7,3,2,3,1,1,5,2,5,6,1,2,1,3,2,2,10,7,1,2,1,1,5,3,4,3,4,4,4,3,1,3,4,3,2,4,5,10,4,5,10,5,1,2,,5,7,,5,4,7,5,6,2,7,3,6,1,1,2,1,5,1,,3,1,1,1,1,1,1,0,0,,,,0,,0,3,1,1,,603,,,2,,,4,1,,4,,2,,,1,,1,1,,1,2,1,1,3,,,,2,2,3,2,3,8,2,2,0,2,4,1,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,6,5,2,3,1,2,1,1,2,4,7,4,2
6,1414,16061414,510,605,600510,195,2,5,1,8/29/2016,1,605,3,1968,48,2,2,,1,,2,4,4,4,4,4,3,10,10,2,2,1,2,1,3,0,1,0,0,3,2,4,1,3,7,6,7,7,7,7,7,7,7,7,7,7,1,4,1,2,1,1,1,2,7,6,10,9,10,2,1,2,2,2,2,2,4,9,10,8,7,8,10,9,10,9,9,9,9,2,2,4,7,6,7,6,7,3,6,7,1,7,2,7,,2,1,10,9,7,9,10,9,2,2,2,2,2,0,0,,,,0,0,0,1,1,2,1,,,,1,601,1,1,2,0,1,12,1,,2,,,2,2,3,1,2,1,1,5,,,1,2,1,3,1,1,7,2,6,4,2,7,5,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,7,5,2,2,2,1,1,1,1,5,25,4,2
6,1432,16061432,510,605,600510,198,2,5,1,8/31/2016,1,605,3,1969,47,2,2,1,3,1,2,1,1,3,4,3,4,,5,2,1,1,2,2,,0,0,1,0,3,1,4,6,4,6,5,7,4,2,5,6,5,6,4,6,5,6,,,1,2,1,1,8,7,6,8,8,9,3,4,3,2,2,6,4,5,9,7,2,4,4,3,5,4,6,6,5,4,2,2,4,4,4,6,3,3,3,3,4,2,5,3,7,2,3,1,7,6,7,7,6,2,1,3,,1,1,0,0,0,,,0,0,0,3,1,1,,604,1,,1,604,,2,3,2,,1,1,,,,,2,1,6,0,2,1,2,5,,,0,2,2,3,2,2,6,3,4,1,3,,5,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,7,4,1,4,1,1,1,1,1,5,15,4,2
6,843,16060843,510,605,600510,196,2,5,1,8/30/2016,1,605,3,1993,23,2,3,4,1,1,2,2,4,4,4,4,2,1,4,2,1,1,1,2,,1,0,1,0,2,2,5,7,3,4,4,7,2,7,3,4,7,6,7,5,6,6,6,2,1,2,1,2,5,8,3,8,10,10,3,3,2,3,3,3,1,5,9,7,3,3,4,5,8,8,5,7,7,4,2,1,1,5,7,6,4,4,6,6,5,1,7,3,5,1,3,2,7,1,9,7,5,1,1,2,1,1,1,0,0,,,0,0,,1,3,1,2,77,,,,2,,,4,1,0,3,4,2,3,2,,,2,2,8,3,3,1,4,5,,,,2,2,3,1,1,3,2,2,1,1,7,2,4,3,1,0,1,0,0,0,0,1,1,0,0,0,,3,3,2,2,3,1,1,1,1,5,25,4,2
6,1031,16061031,119,601,600119,93,2,5,1,8/30/2016,1,605,1,1967,49,1,1,1,3,3,1,1,2,2,2,,3,4,8,1,2,2,2,2,,0,0,0,0,1,1,5,6,4,6,5,7,4,4,3,2,3,6,6,4,5,6,4,2,1,1,1,1,3,7,2,4,5,8,3,3,3,2,3,4,4,2,6,5,4,6,3,5,8,4,4,8,4,6,1,1,3,6,5,7,4,7,6,6,5,1,6,4,4,3,3,2,4,6,5,6,7,1,1,1,2,2,1,0,0,,0,,,,1,1,1,1,,602,1,1,2,,,3,2,2,3,4,2,3,1,3,3,2,,5,1,2,1,1,1,4,1,1,2,2,3,2,2,3,0,1,0,1,1,5,1,2,0,0,0,0,1,0,0,1,1,0,0,1,0,3,3,1,2,2,1,1,1,2,2,18,4,1
6,1099,16061099,706,607,600706,240,2,5,1,9/3/2016,1,605,2,1972,44,1,2,5,3,3,2,4,4,4,4,,1,3,3,2,2,2,2,2,,0,0,0,0,1,4,1,1,1,1,1,7,1,1,1,1,1,1,4,1,1,1,1,2,1,3,2,2,10,10,1,1,1,3,4,4,3,3,4,4,2,4,10,10,4,10,3,6,10,1,1,1,4,5,1,2,4,3,4,4,1,1,7,4,1,1,7,4,1,1,3,2,1,10,1,1,1,10,1,2,1,1,1,0,0,,,,0,,0,2,1,2,2,,,,2,,,4,4,0,4,13,1,1,1,1,,2,2,6,0,5,1,1,2,,0,0,2,2,3,2,1,1,0,0,,,2,4,3,3,0,0,0,0,1,0,0,1,1,0,0,1,0,6,5,1,4,2,2,1,1,1,3,6,4,1
6,219,16060219,119,601,600119,96,2,5,1,8/31/2016,1,605,1,1977,39,2,2,27,2,2,2,4,4,4,4,4,2,9,5,2,2,2,2,2,,1,0,1,0,3,3,3,5,2,6,5,7,3,3,2,1,4,3,6,4,1,6,1,2,2,2,2,2,2,7,2,1,1,2,3,4,3,3,3,5,3,5,9,8,2,5,2,6,8,5,7,8,1,1,1,2,4,2,7,5,4,5,7,6,2,1,7,3,2,1,3,1,8,8,7,4,3,5,2,1,1,1,1,0,0,,,,0,,0,2,1,2,7,,,,,,,2,3,3,2,1,2,1,2,2,2,2,2,5,1,2,1,1,4,,,3,2,2,3,2,1,4,1,1,1,0,2,2,1,2,0,0,1,0,0,0,0,1,1,0,1,1,0,3,2,1,2,1,1,1,1,2,2,21,4,2
6,1497,16061497,510,605,600510,197,2,5,1,8/31/2016,1,605,3,1957,59,2,1,22,3,3,2,1,4,2,4,3,1,,6,2,2,2,2,2,,0,0,0,0,2,3,5,7,5,7,7,7,4,4,3,5,5,,4,6,5,4,6,2,1,2,2,1,8,8,4,1,1,1,3,3,3,2,3,4,4,5,4,2,5,1,8,8,10,7,7,7,1,8,2,2,3,3,7,5,4,5,6,5,4,2,7,2,1,1,3,1,1,8,8,1,2,1,1,2,2,2,2,0,0,0,0,,0,,0,2,2,2,5,,,,2,,,3,1,,,,2,,,,2,2,1,2,0,1,1,77,1,4,1,1,2,2,3,2,1,2,0,8,5,3,2,5,4,3,1,0,1,0,0,0,0,0,0,0,0,1,1,6,3,1,4,1,1,1,1,1,5,25,4,2
6,1303,16061303,201,602,600201,101,2,5,1,8/27/2016,1,603,1,1971,45,1,1,1,3,3,2,1,4,4,4,,2,1,2,2,2,2,1,1,4,0,0,,0,3,4,1,5,2,6,,7,1,1,1,1,4,1,5,1,1,1,1,2,1,3,1,2,7,10,8,1,1,1,3,5,4,2,,4,3,1,,,,,,,,4,8,10,,3,2,2,4,2,7,4,5,1,7,3,2,2,7,4,5,1,4,2,1,1,1,1,1,8,1,3,1,1,1,0,0,0,0,0,,,,4,1,2,8,,,,2,,,1,3,3,1,2,2,,,2,2,2,2,9,,1,1,5,1,4,2,,2,1,3,3,1,1,0,0,,,5,5,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,5,2,3,3,4,3,4,1,2,4,9,4,1
6,644,16060644,706,607,600706,237,2,5,1,9/1/2016,1,605,2,1939,77,1,4,70,3,3,1,4,2,4,4,,2,10,9,2,2,2,1,2,,1,1,0,0,4,4,4,6,4,5,6,7,5,6,4,5,3,3,6,6,7,4,2,1,1,2,2,1,8,10,7,5,10,9,3,3,2,,2,1,2,5,10,2,4,1,4,6,6,9,7,5,7,4,2,2,2,1,6,5,4,6,1,3,6,1,6,1,5,1,2,2,10,9,8,9,8,2,2,3,1,1,1,0,0,,,,0,,0,3,1,1,,,2,1,1,602,1,2,2,3,1,1,1,2,2,3,4,2,2,3,0,2,1,1,6,,1,1,2,2,4,1,1,1,0,5,1,4,1,5,4,2,1,0,1,0,0,0,0,1,0,0,0,1,0,4,4,4,4,1,2,1,1,1,4,11,4,1
6,915,16060915,706,607,600706,234,2,5,1,8/31/2016,1,605,2,1967,49,2,2,11,3,3,2,4,3,3,4,4,3,3,6,2,2,2,2,1,3,1,0,1,1,3,1,1,3,3,4,7,7,4,4,2,1,1,1,7,1,2,3,2,2,1,3,1,1,5,10,3,10,10,10,5,4,3,3,3,2,3,4,6,7,8,10,5,5,6,3,4,10,4,6,1,2,4,3,6,5,6,7,7,7,7,1,7,4,6,1,3,1,3,4,10,10,10,4,1,1,1,1,1,0,0,,,0,0,0,1,4,1,2,77,,,,2,,,4,4,,4,4,2,4,2,4,4,2,2,2,0,3,1,1,5,,,0,2,2,3,3,1,2,0,4,3,1,1,5,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,4,3,2,4,4,3,1,1,1,3,6,4,2
6,326,16060326,611,606,600611,212,2,5,1,9/13/2016,1,605,3,1993,23,1,1,70,3,2,2,1,3,4,4,,3,5,3,2,2,2,2,1,1,0,0,1,0,3,1,6,7,5,6,7,7,6,4,4,5,5,6,6,6,4,7,3,1,2,2,1,1,3,1,1,3,1,2,3,3,3,2,3,5,3,2,4,2,5,8,3,2,8,8,8,7,1,7,1,2,4,3,6,6,4,5,6,6,,1,7,4,1,1,2,,10,8,8,2,5,2,1,1,1,1,1,0,0,,0,0,0,0,0,2,1,2,77,,,,2,,,1,3,96,3,1,1,3,2,,,2,2,7,3,1,1,5,1,2,9,9,2,2,4,1,3,4,2,2,0,2,5,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,,4,3,2,3,1,1,1,1,1,1,4,4,1
6,1475,16061475,706,607,600706,239,2,5,1,9/2/2016,1,605,2,1960,56,1,2,2,2,3,2,3,2,4,4,,2,5,9,2,2,,2,2,,1,0,1,0,4,1,4,7,3,7,5,6,4,3,2,1,5,4,6,5,5,3,4,2,1,3,2,2,9,10,9,7,10,8,3,5,2,2,4,4,5,2,8,7,5,3,6,7,5,7,7,10,8,6,1,2,4,2,7,6,5,3,6,7,6,1,7,4,6,1,4,,7,5,8,9,8,7,3,1,1,2,1,0,0,,0,,,0,0,3,1,2,5,,,,2,,,4,4,0,3,4,2,3,,,,2,2,0,2,3,2,1,1,2,9,9,2,2,4,2,3,3,0,7,4,3,4,5,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,6,4,4,3,1,3,1,1,1,4,11,4,1
6,200,16060200,510,605,600510,197,2,5,1,8/31/2016,1,605,3,1989,27,2,1,3,2,2,2,1,3,4,3,2,1,5,7,2,1,1,2,2,,0,0,1,0,1,2,4,7,5,6,7,7,6,5,6,5,6,6,7,6,6,7,6,1,1,1,2,1,2,2,2,5,1,7,3,2,3,2,3,4,4,5,7,7,6,6,5,7,9,8,8,6,1,3,1,2,4,2,5,5,2,2,6,5,3,2,5,2,4,2,2,2,7,6,6,5,3,1,1,1,1,1,1,0,0,,,,0,0,0,2,1,1,,603,2,,2,,,2,3,4,2,2,2,2,2,,2,1,1,8,0,1,1,2,5,,,1,2,2,3,2,2,4,2,2,2,0,,5,2,2,1,0,1,0,0,0,1,0,0,0,0,1,1,7,3,2,4,1,1,1,1,1,5,15,4,2
6,1114,16061114,505,605,600505,190,2,5,1,8/30/2016,1,605,2,1969,47,1,1,1,3,3,2,4,4,4,4,,1,10,1,2,1,1,2,2,,1,1,0,0,3,1,4,1,2,5,6,1,3,1,1,5,6,3,4,2,7,3,4,2,1,3,2,1,5,6,7,8,3,1,4,5,2,2,2,5,2,2,1,3,4,5,6,7,8,1,1,1,1,2,1,2,1,7,1,2,3,4,5,6,7,1,1,4,1,1,2,1,1,2,3,4,5,5,1,3,1,1,1,0,0,,,,0,,0,5,1,2,2,,,,1,,1,1,2,0,4,4,1,3,1,1,3,2,2,0,0,5,1,1,1,4,0,1,2,1,3,2,1,5,0,0,,,1,5,1,2,1,0,1,0,1,0,0,1,1,0,0,0,,6,4,3,3,1,1,1,1,1,5,15,4,1
6,54,16060054,410,604,600410,180,2,5,1,9/16/2016,1,605,2,1992,24,2,3,18,3,2,2,1,4,4,4,4,1,5,2,2,1,1,2,2,,0,0,,0,1,4,4,6,3,4,7,7,4,2,3,1,3,6,4,5,1,2,7,2,1,2,2,2,1,6,5,4,2,2,5,3,3,3,3,4,4,5,9,8,6,5,9,6,9,8,5,2,2,6,2,1,4,7,5,,5,1,7,5,5,2,6,3,6,1,2,2,9,5,7,5,6,1,1,3,1,1,1,0,0,,,,0,,0,,1,2,,,,,2,,,4,4,0,3,,1,,4,,4,2,2,5,0,1,1,5,5,,,9,2,2,2,2,2,4,0,0,,,5,1,4,4,1,0,1,0,1,0,0,0,1,0,1,0,,6,3,1,2,1,1,1,1,2,4,7,4,2
6,185,16060185,104,601,600104,35,2,3,1,9/18/2016,1,603,2,1933,83,1,2,4,3,3,2,4,4,4,4,,3,5,5,2,2,2,2,2,,0,0,0,0,1,3,1,1,4,3,7,7,2,1,6,2,2,1,1,4,2,1,2,,1,2,2,1,8,7,1,1,1,1,3,3,2,2,2,3,3,5,10,4,10,10,9,9,9,2,6,2,1,1,1,2,3,1,1,2,2,1,3,2,1,2,1,1,7,3,3,1,1,1,1,3,2,3,7,1,1,1,1,0,0,,,,0,,0,1,1,1,,601,1,1,1,601,1,3,2,0,2,13,1,,,,,2,2,4,,5,1,1,7,,,,2,2,2,2,1,1,0,4,3,1,1,5,1,2,1,1,0,0,0,0,0,1,1,0,0,1,0,2,3,1,1,3,1,1,1,2,8,17,4,1
6,465,16060465,410,604,600410,178,2,5,1,9/3/2016,1,605,2,1965,51,1,2,27,3,3,1,2,2,2,4,,4,10,5,1,1,1,1,1,2,1,1,1,0,3,4,2,5,3,7,2,7,5,1,1,2,1,6,5,7,2,5,5,2,1,3,2,2,2,10,5,9,9,9,4,4,4,2,1,3,2,5,5,5,3,6,4,6,7,1,4,4,5,5,1,2,4,5,7,6,1,4,7,6,3,2,6,3,7,1,3,2,5,5,3,4,3,5,4,3,1,1,1,0,0,,,,0,0,0,3,1,1,,603,1,1,2,,,4,3,4,4,1,1,2,1,1,1,2,2,3,1,3,1,5,6,,0,1,2,2,4,3,1,7,3,3,2,1,3,5,2,2,1,0,1,0,0,0,0,0,1,0,0,1,1,5,1,2,4,2,1,1,1,1,9,5,4,1
6,601,16060601,410,604,600410,183,2,5,1,9/3/2016,1,605,2,1949,67,2,1,5,1,2,2,1,4,4,4,4,3,1,8,2,2,2,2,2,,0,1,0,0,1,2,7,5,6,7,7,7,6,5,4,6,5,4,6,4,6,5,4,1,2,2,1,1,7,8,7,6,5,6,2,3,3,1,2,2,2,5,9,7,5,6,4,5,7,7,8,8,9,5,1,2,2,6,7,5,4,5,6,6,4,1,7,4,5,1,3,2,7,7,5,5,4,3,4,1,2,2,2,0,0,0,,,0,,0,3,1,1,,602,1,1,1,602,2,2,3,0,2,1,2,2,2,2,2,2,2,0,0,2,1,3,6,,1,4,2,2,3,2,2,2,0,3,2,1,1,5,1,2,1,0,0,0,1,0,0,0,1,0,0,1,0,1,2,2,4,1,1,1,1,1,9,5,4,2
6,570,16060570,611,606,600611,215,2,5,1,9/21/2016,1,605,3,1951,65,1,1,1,,1,2,4,4,4,4,,2,6,5,2,2,2,2,2,,1,0,0,0,1,2,4,3,7,7,5,7,5,4,5,2,7,7,7,7,5,5,6,1,1,2,1,1,7,9,4,5,6,8,3,3,2,1,1,3,3,1,,,,,,,,8,10,10,2,6,1,2,4,6,5,7,5,6,5,7,4,2,6,2,7,3,3,1,8,7,8,6,7,8,5,2,2,2,2,0,0,,,,,,1,2,1,2,3,,,,1,602,1,3,4,,2,10,1,2,2,1,1,2,2,5,2,5,1,1,6,,3,6,2,2,2,3,1,4,0,0,,,1,5,2,3,1,0,1,0,0,0,0,1,1,0,0,1,0,3,2,2,2,1,1,1,1,2,7,17,4,1
6,1041,16061041,706,607,600706,239,2,5,1,9/2/2016,1,605,2,1984,32,2,2,11,3,2,2,2,2,4,3,4,1,6,7,2,1,1,2,2,,1,0,1,0,2,4,7,7,6,6,7,7,7,5,6,5,6,7,3,7,6,7,6,1,2,2,1,1,10,10,10,10,10,10,3,3,3,3,2,5,3,5,7,8,5,9,10,9,10,10,8,10,5,4,1,2,4,3,5,6,4,6,7,6,4,2,7,4,5,1,3,1,10,8,7,7,10,10,9,3,1,2,1,0,0,,,0,0,0,0,4,1,1,,603,1,1,1,602,1,2,3,96,2,4,1,1,3,3,1,2,2,3,2,1,1,5,5,,,1,2,2,4,2,3,4,2,3,3,0,5,1,1,3,1,0,1,0,0,0,0,1,1,0,0,1,0,6,4,1,4,2,3,1,1,1,3,6,4,2
6,186,16060186,203,602,600203,245,2,5,1,9/5/2016,1,603,2,1992,24,2,1,3,3,2,2,3,2,4,4,4,,,1,2,,,2,2,,1,0,1,0,1,3,4,5,3,4,,7,,5,6,1,,1,6,,4,3,1,2,1,2,2,2,8,1,1,,1,1,4,4,2,2,2,4,4,5,10,10,7,6,8,6,8,8,9,10,10,1,3,2,4,,5,4,1,6,7,7,,1,1,2,4,1,3,1,,,7,4,3,1,1,1,,1,1,0,0,,,,0,0,0,3,1,1,,602,1,,2,,,4,3,4,,,1,,,,,1,2,6,0,5,,1,5,,,1,2,1,3,3,3,3,1,1,0,1,1,4,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,2,3,1,1,3,1,1,1,2,4,9,4,2
6,898,16060898,510,605,600510,197,2,5,1,8/31/2016,1,605,3,1995,21,1,2,11,2,3,2,4,4,4,4,,1,10,10,2,2,2,2,2,,1,1,1,0,2,2,7,,7,7,7,7,7,5,6,1,1,5,7,7,7,7,7,1,1,2,1,2,1,10,10,10,10,10,3,3,3,3,3,5,4,1,,,,,,,,10,10,10,10,10,1,2,4,7,7,7,4,4,7,7,6,1,7,4,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,0,0,,0,,,,1,5,1,2,8,,,,2,,,3,2,0,4,4,1,4,1,,,2,2,2,,3,1,5,1,4,1,2,2,2,4,3,1,5,1,0,,,4,4,1,2,1,0,1,0,1,0,1,0,0,0,0,1,0,7,5,1,4,1,1,1,1,1,5,25,4,1
6,514,16060514,706,607,600706,238,2,5,1,9/1/2016,1,605,2,1997,19,2,1,70,3,3,2,,4,4,2,4,3,3,6,2,2,1,,2,,1,0,1,0,3,3,3,7,3,4,7,7,4,2,4,4,4,3,4,4,4,7,4,2,1,2,2,2,10,9,5,6,10,10,3,4,3,2,2,4,3,3,7,5,3,5,1,7,4,7,6,6,10,4,4,2,4,4,7,6,5,3,6,5,6,1,7,4,2,1,2,1,1,5,7,1,1,1,1,3,1,1,1,0,0,,,0,0,,1,3,1,2,,,,,2,,,2,3,0,3,4,1,3,2,,,2,2,7,3,2,1,5,3,,,,2,2,2,2,1,6,4,1,1,0,5,4,4,3,1,0,1,0,1,0,1,1,1,0,0,0,,6,4,1,1,1,1,1,1,2,4,7,4,2
6,1275,16061275,410,604,600410,178,2,5,1,9/3/2016,1,605,2,1994,22,1,2,1,3,3,2,4,4,4,4,,,5,5,2,2,2,2,1,1,0,0,0,0,4,4,4,7,6,5,7,7,4,6,1,2,5,6,7,4,4,4,,2,1,3,2,2,10,1,1,1,4,1,5,,2,1,1,6,2,1,,,,,,,,5,5,4,10,10,1,2,4,1,4,1,7,3,7,6,4,1,7,4,6,1,3,,,10,10,5,7,5,1,1,3,1,1,0,0,,,,,,0,,1,1,,,2,,2,,,3,3,5,3,4,2,,1,,,2,2,7,3,5,1,5,3,,,8,2,1,3,3,3,2,0,0,,,5,1,2,4,0,0,1,0,1,0,0,1,1,0,0,1,1,4,3,2,2,2,2,2,2,2,4,24,4,1
6,1467,16061467,510,605,600510,200,2,5,1,9/20/2016,1,605,3,1988,28,1,1,15,3,2,2,4,4,4,4,,2,6,1,2,2,1,2,2,,0,0,1,0,2,3,4,3,2,4,6,7,4,3,3,2,4,1,4,5,4,2,1,2,1,2,2,2,6,1,6,1,2,2,4,3,3,2,2,2,2,5,10,10,7,5,5,8,7,6,7,5,3,4,2,1,3,4,4,3,1,2,6,4,3,1,5,2,3,3,3,1,4,6,6,5,6,4,6,2,2,2,1,0,0,,0,,0,,0,3,1,1,,603,2,2,2,,,2,3,0,,1,2,,,,,2,2,6,,5,2,1,1,2,3,3,2,1,3,2,3,2,0,0,,,5,1,2,1,1,0,1,1,1,0,0,1,1,0,0,0,,2,2,2,3,3,2,1,1,2,6,12,4,1
6,70,16060070,702,607,600702,227,2,5,1,9/6/2016,1,605,1,1983,33,1,2,12,2,1,2,1,4,4,4,,1,2,4,2,2,2,2,1,9,1,0,1,1,3,4,5,7,5,7,7,7,7,1,6,7,7,7,7,7,3,,1,1,1,2,1,1,10,5,5,1,5,10,2,2,3,1,4,2,4,1,,,,,,,,1,1,1,1,10,1,2,4,1,7,7,7,7,6,6,6,2,7,1,1,1,4,2,1,10,1,1,1,1,1,2,2,1,2,0,0,,0,0,,,0,3,1,1,,602,2,2,1,603,1,2,2,,3,2,1,,1,2,,2,2,2,2,1,3,5,2,4,1,2,2,1,2,3,1,4,0,0,,,1,5,4,3,1,1,1,0,1,0,0,1,1,0,0,0,,4,2,2,3,3,2,1,1,1,3,6,4,1
